Date,Event,Type,Location,Source,URL,Sl. No,Month,Date.1,Month.1,Year,Country,Type of Event,Place Name,Impact,Affected Population,Important Person/Group Responsible,Outcome
01/04/2021,Pfizer trials suggest that its COVID-19 vaccine is effective after six months and works against South African variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/04/2021,"The CDC announces that fully vaccinated people can travel domestically, but should still continue to do mask wearing and social distancing.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
06/04/2021,CDC distributes $3 billion for mass vaccination campaigns.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
09/04/2021,Prince Philip's Death,,,,,794,4,9,April,2021,UK,Royal Event,Windsor,Marked the end of an era in the British monarchy,British population,Royal Family,Negative
10/04/2021,The U.S. has administered 183.5 million doses of COVID-19 vaccines.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
13/04/2021,The CDC and FDA recommend a ‘pause’ for Johnson & Johnson vaccine to investigate reports of blood clots.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
15/04/2021,"The CDC says that 5,800 COVID-19 infections are detected among 77 million fully vaccinated people.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
16/04/2021,"The current seven-day case and death averages in the U.S. declined by 72% and 79%, respectively since their peak seven-day averages in mid-January.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
16/04/2021,The U.S. has administered 200 million doses of the COVID-19 vaccine.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
17/04/2021,Global COVID-19 related deaths surpass 3M,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
19/04/2021,First Mars Helicopter Flight,,,,,663,4,19,April,2021,USA,Space Exploration,Mars,Ingenuity helicopter made the first powered flight on another planet.,Global population,NASA,Positive
20/04/2021,Death of President Idriss Déby,,,,,1064,4,20,April,2021,Chad,Military,Chad,"Died from injuries sustained in clashes with rebels, leading to political uncertainty.",Chadians,"Idriss Déby, FACT Rebels",Negative
20/04/2021,A new coronavirus variant (BV-1) is discovered in Texas.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
21/04/2021,COVID-19 vaccination rate has dropped 11% over the past week.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
27/04/2021,"The CDC updates its guidelines for fully vaccinated people (≥2 weeks after they have received the second dose in a 2-dose series (Pfizer-BioNTech or Moderna), or ≥2 weeks after they have received a single-dose vaccine (Johnson and Johnson (J&J)/Janssen).",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
28/04/2021,"At the recommendation of the Food and Drug Administration and Centers for Disease Control and Prevention, DOD resumes the use of the Johnson & Johnson vaccine",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
29/04/2021,The United States begins delivering $100M+ in supplies to aid India as it copes with a COVID-19 outbreak. DOD is working with other U.S. agencies to rapidly deploy the materials,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
29/04/2021,"The CDC estimates that roughly 35% of the U.S. population had been infected with the virus as of March 2021, about four times higher than the official reported numbers.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
04/05/2021,"POTUS announces goal to administer at least one COVID-19 vaccine shot to 70% of 
American adults by July 4, 2021",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
05/05/2021,"President Biden’s administration announces it will waive intellectual property protections for COVID-19 vaccines, which will help expedite global vaccine production.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
06/05/2021,The U.S. reports its lowest daily COVID-19 cases averages since early October.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
10/05/2021,The FDA issues a EUA for Pfizer vaccine for use in adolescents aged 12-15.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
10/05/2021,"CDC limits monitoring of breakthrough COVID-19 cases, drawing concern from some scientists.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
11/05/2021,"The U.S. reports fewer than 40,000 new COVID-19 cases for the third straight day.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
13/05/2021,"The CDC announces that fully vaccinated people no longer need to wear masks indoors or outdoors, with few exceptions.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/05/2021,"In its largest study on COVID-vaccines’ effectiveness, the CDC shows that Pfizer and Moderna’s vaccines are 94% effective at preventing symptomatic COVID-19 in healthcare workers.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
19/05/2021,HHS announces that more than 10 million COVID-19 vaccine doses are administered by Community Health Centers – with 61% provided to racial and ethnic minorities.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
25/05/2021,Half of the U.S. adults are now fully vaccinated against COVID-19.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
25/05/2021,"The CDC reports a total of 10,262 SARS-CoV-2 vaccine breakthrough infections out of 101 million persons.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
27/05/2021,President Biden orders U.S. intelligence to investigate the origins of coronavirus.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
28/05/2021,CDC reports that the COVID-19 7-day average cases and deaths in the U.S. have dropped to their lowest levels in nearly a year.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/06/2021,The Biden administration announces a new COVID-19 vaccine strategy to get more people vaccinated by July 4th.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
03/06/2021,"New US Covid-19 cases have dropped to lowest level since March, 2020",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
03/06/2021,"Administration announces its framework for sharing the first 25M doses of at least
80M US Covid-19 vaccine doses globally by the end of June",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
07/06/2021,"Centers for Disease Control and Prevention updates its country-by-country travel 
recommendations, better differentiating countries with severe outbreak situations from 
those with sustained but controlled COVID-19 spread, and giving specific advice for 
fully vaccinated and unvaccinated travelers",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
09/06/2021,President Biden announces a plan to donate 500 million doses of Pfizer-BioNTech COVID-19 vaccine doses globally.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
10/06/2021,COVID-19 cases and deaths in the US have fallen to their lowest point since March 2020.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
11/06/2021,FDA orders Johnson & Johnson to throw out 60 million possibly tainted COVID-19 vaccine doses.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
11/06/2021,The Biden administration gives hospitals and providers more time to use COVID-19 relief funds which are previously set until June 30.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/06/2021,CDC releases guidance for treating COVID-19 long-haulers.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/06/2021,Novavax reports that its COVID-19 vaccine demonstrates 90% overall efficacy.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
15/06/2021,"The U.S. records 600,000 COVID-19 deaths.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
17/06/2021,The U.S. announces investing $3 billion to develop the next generation of COVID-19 treatments.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
21/06/2021,A study suggests that the Delta coronavirus variant (B.167.2) will become dominant in the U.S. in the coming weeks.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
22/06/2021,LinkedIn scrapped data attack,Cybersecurity,Global,,,,,,,,,,,,,,
23/06/2021,"The Administration announces that, as part of its efforts to end COVID-19 worldwide,
and in response to a recent surge in COVID cases in Afghanistan, the United States
will donate 3M doses of Johnson & Johnson vaccine to the people of Afghanistan 
through COVAX",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
23/06/2021,The CDC ACIP panel announces the likely association between rare heart inflammation and Pfizer and Moderna’s mRNA COVID-19 vaccines among adolescents.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
27/06/2021,The Delta coronavirus variant now accounts for about 40% of positive COVID-19 test samples in the U.S.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
01/07/2021,The Biden Administration releases the U.S. COVID-19 Global Response and Recovery Framework.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
01/07/2021,Johnson & Johnson announces its vaccine is effective against the coronavirus Delta variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
04/07/2021,"CDC reports that 67.1 percent of all American adults have received at least one vaccine dose, while 58.2 percent of American adults are fully vaccinated.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
07/07/2021,Global COVID-19 related deaths surpass 4M,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
08/07/2021,"The CDC and FDA announce that at this time, there is no need for fully vaccinated people to get a booster COVID-19 shot.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
08/07/2021,"According to the CDC, 183.2 million people have received at least one dose of a COVID-19 vaccine, and 158.3 million are fully vaccinated.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
08/07/2021,A panel composing of members from federal agencies and professional societies has developed the COVID-19 Treatment Guidelines for clinicians.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
09/07/2021,CDC recommends that schools go back in person in the fall and releases updated guidance for COVID-19 prevention in K-12 schools.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
16/07/2021,"Deaths from the coronavirus in the U.S. are increasing again after weeks of decline, driven almost entirely by outbreaks in places with low vaccination rates.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
19/07/2021,"The White House announces that over 1M COVID-19 vaccines donated from the U.S. global supply are headed to Gambia, Senegal, Zambia, and Niger, and 3M are going to 
Guatemala",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
20/07/2021,The first case of coronavirus Lambda variant in the U.S. is first reported in Texas.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
22/07/2021,"HHS announces a plan to invest more than $1.6 billion to support COVID-19 testing and mitigation measures in vulnerable communities, including homeless shelters, treatment and recovery facilities, domestic violence shelters, and correctional facilities.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
26/07/2021,FDA urges Pfizer and Moderna to expand their vaccine trials for children ages 5-11.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
27/07/2021,"Centers for Disease Control and Prevention updates its guidance and recommends that 
people in substantial or high COVID-19 transmission areas wear a mask indoors to 
maximize protection from the Delta variant and prevent possibly spreading it to others.",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
28/07/2021,Data suggests that the efficacy of the Pfizer/BioNTech COVID vaccine dropped from 96% to 84% over six months. The vaccine’s overall efficacy rate is at 91%.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
29/07/2021,President Biden announces that all federal employees and contractors are required to be vaccinated against COVID-19.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/08/2021,The U.S. records 35 million COVID-19 cases.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/08/2021,The U.S. reaches 70% COVID-19 vaccine milestone for adults.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
04/08/2021,Global COVID-19 related cases surpass 200M,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
05/08/2021,Moderna announces that its COVID-19 vaccine efficacy remains durable through six months after the second dose.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
12/08/2021,Food and Drug Administration amends emergency use authorization of the Pfizer -BioNTech and Moderna COVID-19 vaccines to authorize an additional dose for certain immunocompromised individuals.,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
13/08/2021,Centers for Disease Control and Prevention recommends that people whose immune systems are compromised moderately to severely should receive an additional dose of mRNA COVID-19 vaccine after the initial 2 doses.,,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
15/08/2021,Taliban take over Kabul,War,Afghanistan,,,,,,,,,,,,,,
18/08/2021,"POTUS announces new actions to protect Americans from COVID-⁠19: administrating booster shots starting the week of September 20, pending final Food and Drug Administration evaluation and recommendations from the Centers for Disease Control and Prevention; requiring COVID-19 vaccinations for long-term care workers who serve Medicare and Medicaid enrollees; directing the Department of Education to use all available tools to safely reopen schools; extending 100% federal reimbursement to states for eligible COVID-19 emergency response costs; and extending 100% federal reimbursement to states for mobilizing National Guard personnel to support COVID-19 response efforts.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
23/08/2021,"Food and Drug Administration approves the first COVID-19 vaccine. Previously known as the Pfizer-BioNTech vaccine, it will now be marketed as Comirnaty for COVID-19 prevention in individuals 16 and older. The vaccine continues to be available under emergency use authorization, including for individuals 12 through 15 and for a third dose in certain immunocompromised individuals.",,,"US Department of
Defense",https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
25/08/2021,Johnson & Johnson reports data to support boosting its single-shot COVID-19 vaccine.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
30/08/2021,Withdrawal from Afghanistan,,,,,691,8,30,August,2021,USA,Military,Afghanistan,"Ended America's longest war, resulting in rapid Taliban takeover.","Afghan citizens, U.S. military","U.S. Government, Taliban",Negative
30/08/2021,Withdrawing of US troops from Afghanistan,Politics,Afghanistan,,,,,,,,,,,,,,
31/08/2021,"The CDC recommends that unvaccinated Americans should not travel for the Labor Day holiday, and all Americans should wear masks indoors.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
03/09/2021,The CDC reports a fivefold increase in COVID-19 hospitalization rates for children and adolescents during the summer months.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
07/09/2021,The U.S. surpasses 40 million COVID-19 cases.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
08/09/2021,"U.S. records 650,000 COVID-19 deaths.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
09/09/2021,"POTUS announces a new plan requiring more Americans to be vaccinated. Among the several actions are an Executive Order requiring COVID-19 vaccination for all federal employees, subject to such exceptions as required by law, and an Executive Order requiring federal contractors to do the same.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
15/09/2021,AUKUS deal,Politics,USA,,,,,,,,,,,,,,
15/09/2021,Tracking data from Johns Hopkins University reveals that 1 out of every 500 U.S. residents has died from COVID-19.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
17/09/2021,The FDA advisory panel recommends COVID-19 booster dose only for Americans 65 and older and face a high risk of severe illness.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/09/2021,"The U.S. records more than 675,000 deaths from the COVID-19 pandemic, which surpasses the 1918 flu pandemic.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
21/09/2021,Johnson & Johnson says the COVID-19 booster shot is 94% effective when administered two months after the first dose.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
22/09/2021,Food and Drug Administration authorizes booster dose of Pfizer-BioNTech COVID-19 vaccine for certain populations.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
01/10/2021,Merck reports its COVID-19 antiviral drug reduces the risk of hospitalization by about 50%.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/10/2021,"COVID-19 deaths in the U.S. eclipses 700,000.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
06/10/2021,The White House announces a $1 billion purchase of at-home rapid coronavirus tests to quadruple the number of tests available to Americans by December,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
07/10/2021,Pfizer and BioNTech seek FDA authorization of COVID-19 vaccine for children ages 5 to 11. ,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
12/10/2021,The U.S. announces it will reopen its land borders to fully vaccinated travelers starting November.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
13/10/2021,The White House reports that one-third of older Americans have received COVID-19 boosters.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
20/10/2021,"POTUS announces a plan that, if a vaccine is authorized for children ages 5-11, it is quickly distributed and made conveniently and equitably available to families across the country.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
20/10/2021,Food and Drug Administration authorizes booster dose of Moderna and Johnson and Johnson COVID-19 vaccines for eligible populations.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
22/10/2021,The FDA releases a study showing that the Pfizer vaccine is 91% effective in children ages 5 to 11.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
25/10/2021,"POTUS announces a new international air travel policy, to take effect starting on November 8, that requires foreign national travelers to the United States to be fully vaccinated, with only limited exceptions. The updated travel guidelines also include new protocols around testing.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
01/11/2021,Global COVID-19 related deaths surpass 5M.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
02/11/2021,Centers for Disease Control and Prevention updates its guidance and recommends that everyone ages 5 and older get a COVID-19 vaccine.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
04/11/2021,The Occupational Safety and Health Administration (OSHA) issues a vaccination rule outlining COVID-19 vaccination requirements for employers with 100 or more employees.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
05/11/2021,Pfizer announces its experimental COVID-19 antiviral pill reduced the risk of hospitalization or death by 89%.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
08/11/2021,The U.S. lifts most COVD-related restrictions on non-essential travelers from abroad,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
19/11/2021,Centers for Disease Control and Prevention updates its guidance and indicates that everyone 18 years and older may get a COVID-19 booster.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
20/11/2021,"The U.S. records a total of 385,348 COVID-19 deaths in 2021, surpassing the total deaths recorded last year.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
29/11/2021,"Effective today, entry into the United States of non-U.S. noncitizens who were physically present from eight countries in southern Africa is suspended as a precautionary measure based on the Omicron COVID-19 variant.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
01/12/2021,The US detects its first confirmed case of the Omicron variant in California.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
02/12/2021,"POTUS announces a plan to battle COVID-19 this winter with five key actions: expanding the nationwide booster campaign, launching new family vaccination clinics, making free at-home tests more available, increasing surge response teams, and accelerating efforts to vaccinate the rest of the world and strengthen rules for international travelers coming to the United States.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
08/12/2021,Angela Merkel steps down as Germany chancellor,Politics,Germany,,,,,,,,,,,,,,
08/12/2021,Pfizer announces that its COVID-19 booster shot provides significant protection against the omicron variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
09/12/2021,Food and Drug Administration expands eligibility for Pfizer-BioTech COVID-19 boosters to 16- and 17- year olds.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
10/12/2021,The CDC reports that the first few cases of omicron COVID cases in the U.S. have been mostly mild.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
13/12/2021,"The U.S. surpasses 800,000 COVID-19 deaths.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/12/2021,Pfizer announces its antiviral drug Paxlovid sharply reduces severe COVID-19 illnesses and works against the omicron variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
14/12/2021,"The CDC says that the omicron variant now accounts for 3% of new COVID-19 cases in the U.S., rising from less than 0.1% in early December.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
16/12/2021,The CDC advisers discourage Johnson & Johnson vaccine due to its rare blood clotting risk.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
21/12/2021,"POTUS announces actions to battle the Omicron COVID-19 variant: increasing support for hospitals, offering robust access to free testing, and expanding capacity to get shots in arms.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
22/12/2021,Food and Drug Administration authorizes for emergency use the first oral antiviral for treating COVID-19.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
23/12/2021,Food and Drug Administration authorizes additional oral antiviral for treatment of COVID-19 in certain adults for emergency use.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
25/12/2021,Launch of James Webb Space Telescope,,,,,694,12,25,December,2021,USA,Space Exploration,Space,"Advanced space observatory to study the universe, successor to Hubble.",Global community,"NASA, ESA, CSA",Positive
27/12/2021,Centers for Disease Control and Prevention updates its guidance and shortens the recommended COVID-19 isolation and quarantine period for the general population.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
28/12/2021,The daily COVID-19 cases in the U.S. hit an all-time high.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
30/12/2021,A study shows that the Johnson & Johnson COVID-19 vaccine booster demonstrates 85% effectiveness against hospitalization caused by the omicron variant.,,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
03/01/2022,"The U.S. reports a record single-day number of daily COVID-19 cases, with more than 1 million new infections.",,,Maximus,https://storymaps.arcgis.com/stories/463f2d26aca94edda07753fe31f61f11,,,,,,,,,,,,
03/01/2022,Food and Drug Administration amends emergency use authorization for the Pfizer-BioNTech COVID-19 vaccine to expand the use of a single booster to include persons 12 through 15 years of age; shorten the time between completion of primary vaccination and booster to at least five months; and allow for a third primary series dose for certain immunocompromised children ages 5 through 11.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
04/01/2022,"Centers for Disease Control and Prevention updates its guidance and recommends a Pfizer booster at 5 months, and an additional primary dose for certain immunocompromised children.",,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
05/01/2022,Centers for Disease Control and Prevention expands booster shot eligibility and strengthens recommendations for 12-17 year olds.,,,US Department of Defense,https://www.defense.gov/Explore/Spotlight/Coronavirus-DOD-Response/Timeline/,,,,,,,,,,,,
10/01/2022,"In the US, about 825 kids are being admitted to the hospital per day with COVID right now. This is a 40% increase compared to the prior week",,,NPR,https://www.npr.org/2022/01/10/1071766924/there-is-a-record-number-of-new-covid-cases-as-well-as-hospitalizations,,,,,,,,,,,,
